id,price,weekly_price,monthly_price,guests_included,extra_people,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365
1026,$68.00 ,$455.00 ,,2,$20.00 ,,,2,1125,t,21,51,72,161
1027,$55.00 ,,,1,$0.00 ,,$5.00 ,1,1125,t,0,0,0,55
1028,$100.00 ,$800.00 ,,2,$20.00 ,$150.00 ,,2,14,t,29,59,88,88
1029,$70.00 ,$350.00 ,"$1,200.00 ",0,$0.00 ,,$25.00 ,1,1125,t,2,2,3,3
1030,$90.00 ,$700.00 ,,2,$40.00 ,,,2,7,t,30,60,90,365
1031,$275.00 ,"$1,800.00 ","$5,500.00 ",4,$75.00 ,$500.00 ,$250.00 ,3,45,t,0,26,56,331
1032,$60.00 ,,,1,$10.00 ,,$5.00 ,1,1125,t,2,32,62,337
1033,$125.00 ,,,1,$0.00 ,,,1,1125,t,16,31,34,250
1034,$100.00 ,$500.00 ,,1,$0.00 ,$100.00 ,$50.00 ,1,1125,t,5,31,61,336
1035,$115.00 ,,,1,$0.00 ,,$25.00 ,2,14,t,0,0,0,95
1036,$90.00 ,,,1,$0.00 ,,$15.00 ,1,14,t,16,44,74,163
1037,$90.00 ,$500.00 ,,1,$0.00 ,,,2,14,t,0,0,0,58
1038,$250.00 ,"$1,575.00 ","$3,900.00 ",1,$0.00 ,,$100.00 ,3,730,t,2,32,62,337
1039,$119.00 ,$599.00 ,"$1,250.00 ",1,$0.00 ,$250.00 ,$20.00 ,7,30,t,0,19,49,324
1040,$95.00 ,$590.00 ,"$2,000.00 ",1,$15.00 ,$250.00 ,$25.00 ,2,1125,t,0,0,12,203
1041,$218.00 ,"$1,160.00 ","$4,095.00 ",1,$0.00 ,,$170.00 ,2,365,t,30,60,90,365
1042,$120.00 ,,,1,$20.00 ,,$25.00 ,2,1125,t,0,0,0,194
1043,$64.00 ,$381.00 ,"$1,344.00 ",1,$0.00 ,,$20.00 ,2,1125,t,30,60,90,365
1044,$80.00 ,,,2,$0.00 ,,,1,1125,t,0,0,20,20
1045,$170.00 ,$863.00 ,"$3,045.00 ",2,$5.00 ,,$50.00 ,1,30,t,9,35,63,152
1046,$168.00 ,"$1,000.00 ","$3,498.00 ",1,$0.00 ,$350.00 ,$95.00 ,4,1125,t,0,0,0,142
1047,$60.00 ,,,2,$5.00 ,,$15.00 ,1,1125,t,5,5,5,132
1048,$85.00 ,$700.00 ,"$2,350.00 ",2,$50.00 ,$400.00 ,$80.00 ,1,1125,t,30,60,90,365
1049,$70.00 ,$450.00 ,,1,$15.00 ,,,2,7,t,30,60,90,362
1050,$115.00 ,$550.00 ,"$1,300.00 ",1,$0.00 ,$100.00 ,$50.00 ,1,1125,t,8,22,30,30
1051,$90.00 ,,,1,$0.00 ,,,2,6,t,28,58,88,363
1052,$125.00 ,,,1,$25.00 ,"$1,500.00 ",$75.00 ,1,1125,t,0,0,0,34
1053,$80.00 ,,,2,$7.00 ,,$30.00 ,1,1125,t,0,0,0,26
1054,$90.00 ,$659.00 ,"$2,500.00 ",2,$10.00 ,$149.00 ,$60.00 ,1,14,t,30,60,90,365
1055,$149.00 ,"$1,200.00 ",,4,$25.00 ,$300.00 ,$25.00 ,3,1125,t,0,0,0,0
1056,$250.00 ,"$1,225.00 ","$3,950.00 ",6,$25.00 ,$250.00 ,$120.00 ,2,180,t,23,53,62,62
1057,$69.00 ,$500.00 ,"$1,700.00 ",2,$35.00 ,$200.00 ,$20.00 ,1,1125,t,22,52,82,171
1058,$65.00 ,$400.00 ,"$1,499.00 ",1,$20.00 ,$100.00 ,,1,1125,t,30,60,90,365
1059,$40.00 ,$280.00 ,"$1,000.00 ",1,$10.00 ,$100.00 ,$20.00 ,1,1125,t,20,50,79,79
1060,$60.00 ,$370.00 ,"$1,000.00 ",1,$35.00 ,$95.00 ,$30.00 ,2,365,t,1,31,61,336
1061,$149.00 ,"$1,200.00 ",,1,$0.00 ,,$75.00 ,3,1125,t,2,32,62,337
1062,$115.00 ,$696.00 ,"$2,457.00 ",2,$20.00 ,$200.00 ,$30.00 ,1,1125,t,0,0,0,154
1063,$79.00 ,,,2,$15.00 ,$100.00 ,$75.00 ,1,60,t,30,60,90,365
1064,$129.00 ,,,1,$0.00 ,$300.00 ,$50.00 ,2,1125,t,21,47,77,352
1065,$100.00 ,,,1,$0.00 ,$100.00 ,,2,1125,t,17,47,77,219
1066,$76.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,30,60,90,361
1067,$95.00 ,,,1,$0.00 ,,$30.00 ,1,1125,t,21,51,80,80
1068,$100.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,30,60,90,359
1069,$137.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,28,58,88,362
1070,$38.00 ,,,1,$44.00 ,,$6.00 ,1,1125,t,20,50,75,342
1071,$557.00 ,"$3,100.00 ",,4,$0.00 ,$780.00 ,$180.00 ,6,180,t,30,60,90,364
1072,$160.00 ,,,2,$15.00 ,$100.00 ,$25.00 ,1,1125,t,26,55,85,336
1073,$179.00 ,,,2,$30.00 ,,,2,29,t,22,52,82,354
1074,$41.00 ,,,1,$45.00 ,,,1,1125,t,0,0,0,84
1075,$97.00 ,,,1,$0.00 ,,$75.00 ,1,1125,t,14,33,54,324
1076,$99.00 ,$699.00 ,"$2,669.00 ",1,$25.00 ,$100.00 ,$60.00 ,1,1125,t,15,45,75,350
1077,$149.00 ,,,1,$0.00 ,,,2,1125,t,0,0,27,27
1078,$199.00 ,"$1,700.00 ","$5,000.00 ",2,$20.00 ,$300.00 ,$60.00 ,2,1125,t,27,57,87,148
1079,$157.00 ,,,2,$40.00 ,,,1,29,t,13,36,61,77
1080,$170.00 ,"$1,100.00 ","$3,500.00 ",2,$25.00 ,$100.00 ,$50.00 ,2,1125,t,2,32,60,154
1081,$85.00 ,,,1,$0.00 ,,$75.00 ,2,120,t,20,45,62,314
1082,$299.00 ,"$2,000.00 ","$6,000.00 ",1,$0.00 ,$300.00 ,$64.00 ,2,1125,t,22,50,79,79
1083,$95.00 ,,,1,$0.00 ,$100.00 ,$25.00 ,2,20,t,5,23,41,288
1084,$99.00 ,,,1,$0.00 ,,$75.00 ,1,1125,t,19,38,63,312
1085,$165.00 ,,,2,$0.00 ,$200.00 ,$65.00 ,2,1125,t,30,60,90,360
1086,$114.00 ,,,2,$25.00 ,$95.00 ,$45.00 ,1,14,t,13,43,70,70
1087,$311.00 ,,,1,$0.00 ,,$113.00 ,7,365,t,17,41,64,139
1088,$160.00 ,,,1,$0.00 ,$300.00 ,$50.00 ,2,1125,t,30,60,90,365
1089,$100.00 ,,,2,$20.00 ,,,2,1125,t,10,29,48,185
1090,$150.00 ,"$1,000.00 ",,1,$0.00 ,,$50.00 ,2,1125,t,18,44,67,67
1091,$357.00 ,"$2,500.00 ","$9,500.00 ",1,$0.00 ,$250.00 ,$75.00 ,7,30,t,23,53,83,358
1092,$135.00 ,$795.00 ,"$2,800.00 ",2,$20.00 ,$500.00 ,$75.00 ,2,180,t,24,54,76,351
1093,$110.00 ,$725.00 ,"$2,700.00 ",1,$0.00 ,$500.00 ,$100.00 ,3,1125,t,16,37,51,323
1094,$75.00 ,$650.00 ,"$2,600.00 ",1,$20.00 ,$200.00 ,$70.00 ,2,1125,t,0,0,0,121
1095,$138.00 ,,,2,$0.00 ,$300.00 ,$50.00 ,2,21,t,21,39,69,155
1096,$129.00 ,$825.00 ,"$2,850.00 ",2,$40.00 ,$300.00 ,$50.00 ,4,60,t,0,0,28,303
1097,$120.00 ,$500.00 ,,1,$0.00 ,,$40.00 ,2,1125,t,12,26,56,331
1098,$95.00 ,$770.00 ,"$2,850.00 ",2,$10.00 ,,,2,90,t,21,51,81,356
1099,$140.00 ,$700.00 ,"$1,950.00 ",1,$0.00 ,$200.00 ,$50.00 ,10,30,t,0,0,0,0
1100,$95.00 ,$700.00 ,"$2,700.00 ",2,$25.00 ,$200.00 ,$25.00 ,2,1125,t,13,43,73,162
1101,$91.00 ,,,1,$25.00 ,$125.00 ,$75.00 ,2,21,t,0,3,31,306
1102,$135.00 ,,,1,$0.00 ,$250.00 ,$20.00 ,1,1125,t,30,60,90,365
1103,$95.00 ,$610.00 ,"$2,315.00 ",2,$10.00 ,$500.00 ,$70.00 ,3,365,t,14,25,55,330
1104,$140.00 ,,,2,$10.00 ,,$35.00 ,2,7,t,29,59,89,364
1105,$125.00 ,$805.00 ,"$3,000.00 ",1,$0.00 ,$500.00 ,$100.00 ,3,1125,t,16,38,68,331
1106,$150.00 ,,,3,$30.00 ,,$30.00 ,2,1125,t,0,0,0,247
1107,$129.00 ,"$1,300.00 ","$5,000.00 ",4,$0.00 ,,$35.00 ,1,1125,t,1,1,1,125
1108,$50.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,109
1109,$85.00 ,,,2,$20.00 ,$150.00 ,$35.00 ,1,1125,t,24,54,84,359
1110,$82.00 ,$506.00 ,"$1,800.00 ",2,$15.00 ,,$30.00 ,3,1125,t,0,20,42,314
1111,$103.00 ,,,1,$0.00 ,,,1,1125,t,10,24,36,255
1112,$59.00 ,$350.00 ,"$1,250.00 ",1,$10.00 ,,$5.00 ,1,95,t,30,60,89,89
1113,$150.00 ,,,1,$0.00 ,,,2,1125,t,0,0,0,109
1114,$115.00 ,,,2,$0.00 ,$300.00 ,$50.00 ,2,21,t,28,44,74,102
1115,$100.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,109
1116,$300.00 ,,,1,$0.00 ,$100.00 ,,2,1125,t,25,55,85,297
1117,$68.00 ,$375.00 ,"$1,350.00 ",1,$10.00 ,,$5.00 ,1,1125,t,30,60,90,365
1118,$52.00 ,,,2,$55.00 ,,,1,1125,t,26,52,82,357
1119,$91.00 ,,,1,$0.00 ,$200.00 ,$50.00 ,1,1125,t,25,55,84,84
1120,$59.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,0
1121,$129.00 ,$799.00 ,,1,$0.00 ,$100.00 ,$50.00 ,3,1125,t,0,0,0,113
1122,$125.00 ,$600.00 ,,2,$40.00 ,"$1,500.00 ",$10.00 ,1,1125,t,0,26,56,331
1123,$195.00 ,$860.00 ,,1,$0.00 ,$250.00 ,$25.00 ,2,1125,t,0,0,0,211
1124,$58.00 ,,,1,$10.00 ,,$5.00 ,1,1125,t,30,60,90,365
1125,$600.00 ,"$4,000.00 ","$8,000.00 ",5,$100.00 ,"$2,000.00 ",$145.00 ,2,1125,t,5,24,54,205
1126,$89.00 ,$600.00 ,"$2,200.00 ",2,$0.00 ,$200.00 ,$35.00 ,2,1125,t,30,60,90,365
1127,$100.00 ,$500.00 ,,1,$0.00 ,,,1,1125,t,0,0,0,118
1128,$125.00 ,$800.00 ,"$2,900.00 ",1,$15.00 ,,$50.00 ,2,1125,t,30,60,89,89
1129,$82.00 ,$600.00 ,"$2,000.00 ",1,$0.00 ,,$30.00 ,2,14,t,26,56,86,361
1130,$225.00 ,,,1,$0.00 ,$250.00 ,$150.00 ,7,730,t,19,49,79,308
1131,$55.00 ,,,1,$0.00 ,,,1,1125,t,17,47,76,76
1132,$90.00 ,,,1,$10.00 ,,$35.00 ,1,1125,t,0,0,0,42
1133,$134.00 ,$980.00 ,"$3,100.00 ",2,$0.00 ,$500.00 ,$79.00 ,1,1125,t,26,52,82,321
1134,$42.00 ,$315.00 ,$900.00 ,1,$10.00 ,$100.00 ,,1,1125,t,0,30,60,335
1135,$125.00 ,,,2,$20.00 ,$250.00 ,$40.00 ,2,1125,t,6,34,64,339
1136,$115.00 ,,,4,$20.00 ,,$40.00 ,1,1125,t,11,41,71,160
1137,$125.00 ,,,1,$0.00 ,,$20.00 ,1,9,t,0,0,0,144
1138,$55.00 ,$360.00 ,"$1,302.00 ",1,$0.00 ,,$10.00 ,2,14,t,0,0,0,119
1139,$550.00 ,"$4,499.00 ","$14,559.00 ",1,$0.00 ,$500.00 ,$55.00 ,3,10,t,4,11,17,240
1140,$90.00 ,,,1,$0.00 ,,$40.00 ,2,1125,t,3,6,13,13
1141,$100.00 ,,,1,$0.00 ,,,2,10,t,8,14,14,14
1142,$95.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,16
1143,$110.00 ,$650.00 ,,2,$0.00 ,$300.00 ,$15.00 ,4,1125,t,0,0,0,59
1144,$80.00 ,,,1,$0.00 ,,$10.00 ,2,1125,t,30,60,90,365
1145,$100.00 ,$400.00 ,"$1,300.00 ",1,$0.00 ,,$25.00 ,30,1125,t,3,33,63,338
1146,$90.00 ,$750.00 ,"$2,500.00 ",1,$0.00 ,"$1,200.00 ",,7,90,t,0,0,0,105
1147,$100.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1148,$88.00 ,"$1,000.00 ","$2,000.00 ",1,$50.00 ,"$2,000.00 ",$100.00 ,1,1125,t,0,0,0,61
1149,$59.00 ,,"$1,240.00 ",1,$0.00 ,$200.00 ,$40.00 ,2,30,t,30,60,89,89
1150,$183.00 ,"$1,600.00 ","$6,000.00 ",2,$30.00 ,$300.00 ,$60.00 ,2,1125,t,1,2,2,178
1151,$135.00 ,$800.00 ,,2,$0.00 ,,$25.00 ,1,9,t,30,60,89,89
1152,$220.00 ,"$1,500.00 ","$5,000.00 ",2,$25.00 ,,$40.00 ,3,31,t,0,3,33,122
1153,$183.00 ,,,2,$30.00 ,$300.00 ,$60.00 ,2,1125,t,4,34,64,126
1154,$115.00 ,$700.00 ,"$2,500.00 ",2,$50.00 ,,$50.00 ,2,30,t,30,60,90,365
1155,$100.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1156,$183.00 ,"$1,000.00 ","$3,500.00 ",2,$30.00 ,$300.00 ,$60.00 ,2,1125,t,21,25,54,115
1157,$115.00 ,$800.00 ,"$2,500.00 ",1,$0.00 ,$500.00 ,$50.00 ,2,365,t,0,0,30,305
1158,$75.00 ,"$1,100.00 ","$3,500.00 ",1,$15.00 ,$100.00 ,$25.00 ,1,1125,t,25,55,85,174
1159,$110.00 ,$600.00 ,"$2,600.00 ",1,$0.00 ,,$50.00 ,3,1125,t,2,2,2,148
1160,$183.00 ,"$1,300.00 ","$4,000.00 ",2,$30.00 ,$300.00 ,$60.00 ,2,1125,t,5,33,63,121
1161,$220.00 ,"$1,295.00 ","$3,995.00 ",1,$0.00 ,$500.00 ,$55.00 ,1,1125,t,4,18,42,302
1162,$119.00 ,$749.00 ,,1,$0.00 ,$100.00 ,$60.00 ,1,1125,t,4,34,63,63
1163,$75.00 ,,,1,$10.00 ,$100.00 ,$25.00 ,1,1125,t,30,60,66,66
1164,$200.00 ,"$1,250.00 ",,1,$0.00 ,$200.00 ,$75.00 ,1,1125,t,0,0,0,152
1165,$229.00 ,"$1,400.00 ","$4,500.00 ",6,$25.00 ,$300.00 ,$150.00 ,2,1125,t,30,60,89,89
1166,$333.00 ,"$2,200.00 ","$5,649.00 ",6,$30.00 ,$360.00 ,$130.00 ,1,180,t,30,60,90,352
1167,$41.00 ,$298.00 ,"$1,050.00 ",1,$35.00 ,,$10.00 ,2,1125,t,28,58,72,320
1168,$70.00 ,$500.00 ,"$1,764.00 ",1,$0.00 ,,,1,1125,t,29,59,89,364
1169,$55.00 ,,,1,$0.00 ,,$20.00 ,1,1125,t,15,45,75,350
1170,$70.00 ,$430.00 ,"$1,200.00 ",1,$0.00 ,,,1,1125,t,30,60,90,365
1171,$97.00 ,"$1,100.00 ","$2,000.00 ",4,$10.00 ,$500.00 ,$120.00 ,2,29,t,2,32,62,337
1172,$350.00 ,,,1,$0.00 ,$500.00 ,$250.00 ,3,1125,t,25,55,85,324
1173,$200.00 ,,,6,$0.00 ,$250.00 ,$100.00 ,2,180,t,18,48,78,279
1174,$225.00 ,,,1,$0.00 ,,$100.00 ,2,1125,t,28,58,88,363
1175,$115.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1176,$40.00 ,$255.00 ,$966.00 ,1,$0.00 ,$100.00 ,$8.00 ,1,1125,t,10,28,28,43
1177,$150.00 ,,,1,$0.00 ,$100.00 ,$50.00 ,1,1125,t,0,9,10,10
1178,$46.00 ,$320.00 ,$825.00 ,1,$15.00 ,$95.00 ,$20.00 ,1,365,t,0,0,2,277
1179,$64.00 ,$495.00 ,"$1,600.00 ",1,$15.00 ,,,2,21,t,30,60,90,365
1180,$125.00 ,,,2,$15.00 ,,$15.00 ,2,1125,t,0,0,0,156
1181,$250.00 ,"$1,975.00 ",,6,$50.00 ,$250.00 ,$75.00 ,3,1125,t,30,60,90,365
1182,$147.00 ,$737.00 ,"$2,498.00 ",2,$9.00 ,$200.00 ,$25.00 ,2,1125,t,30,60,90,365
1183,$30.00 ,$238.00 ,$840.00 ,1,$0.00 ,,$10.00 ,2,1125,t,29,59,82,357
1184,$150.00 ,,"$2,700.00 ",1,$0.00 ,,,1,1125,t,30,60,90,365
1185,$78.00 ,$500.00 ,,1,$0.00 ,,$45.00 ,2,1125,t,30,60,89,89
1186,$120.00 ,,,2,$20.00 ,$100.00 ,$25.00 ,1,1125,t,30,60,90,365
1187,$280.00 ,"$1,700.00 ","$6,400.00 ",4,$50.00 ,$300.00 ,$100.00 ,2,1125,t,30,60,90,365
1188,$75.00 ,$500.00 ,"$1,700.00 ",1,$10.00 ,$100.00 ,$50.00 ,2,1125,t,30,60,90,365
1189,$178.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1190,$480.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,45
1191,$129.00 ,$800.00 ,,4,$25.00 ,$200.00 ,$100.00 ,2,1125,t,30,60,89,89
1192,$50.00 ,$305.00 ,"$1,120.00 ",1,$0.00 ,$100.00 ,$8.00 ,1,1125,t,3,20,48,63
1193,$50.00 ,,,2,$5.00 ,$100.00 ,$15.00 ,1,1125,t,6,29,51,51
1194,$175.00 ,,,5,$10.00 ,$500.00 ,$100.00 ,1,1125,t,1,1,1,82
1195,$88.00 ,,,2,$0.00 ,$100.00 ,$20.00 ,1,3,t,30,60,90,365
1196,$100.00 ,$700.00 ,"$2,200.00 ",1,$0.00 ,,$30.00 ,2,1125,t,29,59,89,351
1197,$225.00 ,"$1,071.00 ","$3,200.00 ",4,$25.00 ,$150.00 ,$50.00 ,2,1125,t,19,42,72,347
1198,$200.00 ,"$1,000.00 ",,4,$25.00 ,$300.00 ,$75.00 ,2,14,t,14,28,42,287
1199,$250.00 ,,"$4,400.00 ",4,$0.00 ,$300.00 ,$75.00 ,3,1125,t,30,60,90,365
1200,$95.00 ,,,2,$35.00 ,$375.00 ,$100.00 ,4,1125,t,30,60,90,179
1201,$172.00 ,"$2,398.00 ","$7,500.00 ",2,$35.00 ,$750.00 ,$150.00 ,1,1125,t,30,60,90,365
1202,$99.00 ,,,2,$35.00 ,,$15.00 ,1,1125,t,30,60,90,365
1203,$99.00 ,,,2,$35.00 ,,$15.00 ,1,1125,t,30,60,90,365
1204,$175.00 ,"$1,000.00 ","$2,950.00 ",1,$0.00 ,,$95.00 ,1,1125,t,30,60,90,365
1205,$350.00 ,,,1,$0.00 ,$500.00 ,$250.00 ,3,1125,t,20,47,77,331
1206,$69.00 ,$450.00 ,"$1,200.00 ",1,$20.00 ,$100.00 ,$25.00 ,1,1125,t,30,60,90,365
1207,$375.00 ,,,1,$0.00 ,$995.00 ,$195.00 ,3,1125,t,27,27,29,290
1208,$144.00 ,,"$3,300.00 ",2,$20.00 ,$300.00 ,$60.00 ,2,1125,t,2,2,4,93
1209,$999.00 ,,,1,$10.00 ,$95.00 ,$85.00 ,1,31,t,0,0,0,0
1210,$138.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,27,57,87,358
1211,$145.00 ,,,1,$0.00 ,,$96.00 ,2,365,t,16,39,58,137
1212,$125.00 ,$900.00 ,"$3,300.00 ",1,$0.00 ,,$40.00 ,1,1125,t,3,31,61,322
1213,$45.00 ,,,1,$0.00 ,,$10.00 ,1,1125,t,0,3,33,308
1214,$35.00 ,$260.00 ,,1,$10.00 ,,,1,14,t,10,36,59,330
1215,$225.00 ,"$1,750.00 ",,1,$25.00 ,$500.00 ,$60.00 ,3,1125,t,30,60,89,89
1216,$50.00 ,,,1,$0.00 ,,,2,1125,t,1,1,1,46
1217,$120.00 ,,,1,$0.00 ,,$149.00 ,2,1125,t,30,49,75,350
1218,$100.00 ,"$1,000.00 ",,2,$30.00 ,,$25.00 ,7,1125,t,0,0,0,30
1219,$120.00 ,"$1,000.00 ","$4,500.00 ",0,$0.00 ,,$10.00 ,2,1125,t,25,55,85,347
1220,$249.00 ,"$1,900.00 ","$7,400.00 ",1,$0.00 ,,$100.00 ,5,1125,t,30,60,89,89
1221,$95.00 ,$495.00 ,"$1,600.00 ",2,$10.00 ,$250.00 ,$60.00 ,2,26,t,16,32,61,61
1222,$150.00 ,,"$3,500.00 ",2,$20.00 ,$300.00 ,$60.00 ,2,1125,t,30,60,90,173
1223,$130.00 ,$900.00 ,"$4,000.00 ",2,$50.00 ,$200.00 ,$61.00 ,1,20,t,30,57,57,57
1224,$130.00 ,,,1,$0.00 ,,$164.00 ,3,1125,t,0,28,58,328
1225,$105.00 ,,,2,$15.00 ,$250.00 ,$50.00 ,3,60,t,2,32,59,152
1226,$105.00 ,$825.00 ,"$2,900.00 ",2,$10.00 ,$150.00 ,$50.00 ,1,1125,t,28,58,82,82
1227,$175.00 ,"$1,100.00 ",,1,$0.00 ,,$60.00 ,2,1125,t,8,30,46,178
1228,$100.00 ,,,2,$25.00 ,$100.00 ,,2,1125,t,18,48,74,225
1229,$129.00 ,,,2,$0.00 ,$300.00 ,$61.00 ,2,22,t,21,51,81,199
1230,$90.00 ,,,2,$20.00 ,$250.00 ,$65.00 ,1,1125,t,14,34,64,92
1231,$350.00 ,"$2,500.00 ","$8,500.00 ",4,$20.00 ,$500.00 ,$110.00 ,20,1125,t,30,60,90,365
1232,$199.00 ,"$1,000.00 ","$3,500.00 ",1,$0.00 ,,,1,1125,t,0,0,0,167
1233,$75.00 ,,,0,$0.00 ,,$10.00 ,2,1125,t,13,36,53,290
1234,$110.00 ,$800.00 ,"$2,900.00 ",2,$15.00 ,,$50.00 ,3,60,t,14,14,14,21
1235,$80.00 ,"$1,100.00 ","$3,900.00 ",2,$30.00 ,,$35.00 ,1,1125,t,27,31,54,327
1236,$150.00 ,,,1,$0.00 ,$300.00 ,$40.00 ,2,1125,t,2,2,24,66
1237,$95.00 ,,,0,$0.00 ,,,2,7,t,20,43,64,333
1238,$139.00 ,"$1,200.00 ","$4,000.00 ",2,$20.00 ,$300.00 ,$60.00 ,2,1125,t,19,35,60,121
1239,$139.00 ,"$1,000.00 ","$3,200.00 ",2,$20.00 ,$200.00 ,$60.00 ,2,1125,t,20,46,76,257
1240,$275.00 ,,,1,$0.00 ,,$95.00 ,2,365,t,15,45,75,156
1241,$135.00 ,,,1,$0.00 ,$100.00 ,,2,5,t,2,32,62,337
1242,$128.00 ,,"$3,200.00 ",2,$10.00 ,$150.00 ,$45.00 ,1,15,t,15,15,37,37
1243,$107.00 ,,,1,$0.00 ,,$96.00 ,2,365,t,22,46,76,151
1244,$150.00 ,,,1,$0.00 ,,,2,1125,t,0,11,11,11
1245,$100.00 ,,,1,$0.00 ,,$96.00 ,2,90,t,30,58,88,171
1246,$100.00 ,,,1,$20.00 ,$250.00 ,$70.00 ,3,7,t,28,58,88,363
1247,$120.00 ,,,1,$0.00 ,$200.00 ,$75.00 ,5,30,t,11,41,71,346
1248,$125.00 ,$850.00 ,"$2,400.00 ",2,$25.00 ,$300.00 ,$60.00 ,1,90,t,8,38,68,189
1249,$120.00 ,$625.00 ,"$2,205.00 ",1,$0.00 ,$200.00 ,$100.00 ,2,1125,t,13,34,64,339
1250,$150.00 ,,,1,$0.00 ,,$149.00 ,3,1125,t,23,37,65,226
1251,$129.00 ,,,1,$0.00 ,,,3,1125,t,0,0,0,32
1252,$140.00 ,,,1,$0.00 ,$100.00 ,$50.00 ,2,1125,t,20,24,24,173
1253,$150.00 ,$950.00 ,"$3,700.00 ",2,$35.00 ,,,1,29,t,22,51,81,340
1254,$149.00 ,$960.00 ,"$3,380.00 ",2,$50.00 ,$500.00 ,$50.00 ,2,1125,t,16,29,29,29
1255,$229.00 ,,,1,$0.00 ,,$100.00 ,7,1125,t,30,60,90,365
1256,$180.00 ,,,1,$0.00 ,,,2,1125,t,0,0,0,2
1257,$93.00 ,$695.00 ,"$1,995.00 ",0,$0.00 ,$95.00 ,$50.00 ,2,7,t,16,44,73,73
1258,$110.00 ,$600.00 ,,1,$25.00 ,$150.00 ,,3,10,t,25,39,39,314
1259,$126.00 ,$750.00 ,"$3,500.00 ",2,$35.00 ,$300.00 ,$50.00 ,1,1125,t,29,59,89,364
1260,$139.00 ,$800.00 ,"$2,200.00 ",2,$25.00 ,$300.00 ,$50.00 ,1,1125,t,30,60,90,365
1261,$157.00 ,,,1,$0.00 ,,$159.00 ,3,1125,t,13,30,48,323
1262,$90.00 ,,,1,$0.00 ,,$60.00 ,1,14,t,30,60,90,365
1263,$90.00 ,"$1,295.00 ",,2,$25.00 ,,$32.00 ,1,1125,t,30,60,90,334
1264,$125.00 ,$750.00 ,"$2,900.00 ",2,$40.00 ,$400.00 ,$50.00 ,1,1125,t,26,56,86,172
1265,$95.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1266,$197.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,24,54,84,359
1267,$155.00 ,,"$3,800.00 ",1,$0.00 ,$250.00 ,$95.00 ,2,365,t,30,60,90,365
1268,$195.00 ,,,1,$0.00 ,,$184.00 ,2,1125,t,19,44,74,349
1269,$150.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,30,60,90,361
1270,$175.00 ,,,1,$0.00 ,,,2,1125,t,30,60,90,365
1271,$156.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,27,57,87,361
1272,$320.00 ,"$2,100.00 ",,1,$0.00 ,$400.00 ,$150.00 ,1,1125,t,3,33,63,335
1273,$200.00 ,"$1,530.00 ","$5,900.00 ",1,$0.00 ,$200.00 ,$105.00 ,1,1125,t,22,52,78,353
1274,$200.00 ,"$1,100.00 ","$2,500.00 ",1,$0.00 ,,,5,365,t,0,0,0,0
1275,$165.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,23,53,83,357
1276,$148.00 ,$881.00 ,,1,$0.00 ,,$50.00 ,2,1125,t,0,0,0,107
1277,$127.00 ,,,1,$0.00 ,,$109.00 ,2,1125,t,20,50,80,350
1278,$405.00 ,,,1,$0.00 ,,$264.00 ,3,1125,t,26,52,75,288
1279,$219.00 ,"$1,500.00 ",,4,$20.00 ,$500.00 ,$80.00 ,2,1125,t,30,60,90,151
1280,$899.00 ,"$5,499.00 ","$14,900.00 ",1,$0.00 ,,$159.00 ,3,1125,t,27,57,87,362
1281,$150.00 ,$700.00 ,"$2,600.00 ",2,$30.00 ,$300.00 ,$50.00 ,1,1125,t,1,31,61,336
1282,$239.00 ,,,1,$0.00 ,,$209.00 ,3,1125,t,30,55,85,349
1283,$150.00 ,,,1,$0.00 ,,$96.00 ,2,1000,t,16,35,65,149
1284,$140.00 ,"$1,045.00 ","$3,300.00 ",1,$0.00 ,$200.00 ,$80.00 ,2,1125,t,22,22,52,291
1285,$117.00 ,,,1,$0.00 ,,$99.00 ,2,1125,t,27,57,87,361
1286,$99.00 ,,,1,$0.00 ,,$75.00 ,2,120,t,18,45,61,336
1287,$170.00 ,,,1,$0.00 ,,,1,7,t,18,48,78,353
1288,$100.00 ,,,1,$0.00 ,$95.00 ,$10.00 ,1,1125,t,0,26,55,55
1289,$300.00 ,,,1,$0.00 ,,$110.00 ,2,365,t,28,55,85,156
1290,$250.00 ,,,1,$0.00 ,,$100.00 ,2,365,t,18,48,76,163
