id,price,weekly_price,monthly_price,guests_included,extra_people,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365
757,$85.00 ,$525.00 ,"$1,695.00 ",1,$15.00 ,$100.00 ,$50.00 ,2,1125,t,30,60,90,365
758,$88.00 ,$600.00 ,"$1,650.00 ",2,$15.00 ,$100.00 ,$50.00 ,2,1125,t,30,60,90,365
759,$92.00 ,$600.00 ,"$1,895.00 ",1,$15.00 ,$150.00 ,$60.00 ,2,1125,t,24,44,74,228
760,$28.00 ,,,1,$0.00 ,,,1,1125,t,0,0,10,10
761,$70.00 ,$430.00 ,"$1,500.00 ",1,$15.00 ,$100.00 ,$45.00 ,2,1125,t,7,28,57,57
762,$78.00 ,$600.00 ,,2,$20.00 ,,,2,14,t,26,56,86,361
763,$30.00 ,$165.00 ,$600.00 ,1,$0.00 ,,,1,1125,t,30,60,90,365
764,$93.00 ,$595.00 ,"$1,795.00 ",1,$15.00 ,$100.00 ,$60.00 ,2,1125,t,0,0,0,146
765,$65.00 ,$420.00 ,"$1,295.00 ",1,$15.00 ,$150.00 ,$60.00 ,1,1125,t,27,27,27,278
766,$120.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
767,$40.00 ,,,1,$15.00 ,$500.00 ,$10.00 ,1,1125,t,28,58,86,86
768,$43.00 ,,,1,$15.00 ,$500.00 ,$10.00 ,1,1125,t,1,21,49,324
769,$70.00 ,$500.00 ,,2,$20.00 ,,,2,10,t,28,58,88,363
770,$90.00 ,$695.00 ,"$1,895.00 ",1,$20.00 ,$150.00 ,$60.00 ,2,1125,t,14,44,74,349
771,$90.00 ,$700.00 ,,1,$0.00 ,,,2,1125,t,25,55,84,84
772,$85.00 ,,,2,$10.00 ,,$15.00 ,1,7,t,26,56,86,361
773,$115.00 ,$750.00 ,"$3,000.00 ",3,$20.00 ,$100.00 ,$25.00 ,1,1125,t,26,56,86,357
774,$89.00 ,$600.00 ,"$1,995.00 ",2,$20.00 ,$100.00 ,$25.00 ,1,90,t,27,57,87,362
775,$185.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
776,$85.00 ,$580.00 ,"$1,595.00 ",1,$15.00 ,$100.00 ,$60.00 ,1,1125,t,30,60,90,365
777,$135.00 ,,,1,$0.00 ,$400.00 ,$99.00 ,2,30,t,30,60,89,89
778,$95.00 ,,,2,$10.00 ,$95.00 ,,2,1125,t,29,59,88,88
779,$306.00 ,,,6,$40.00 ,$250.00 ,$108.00 ,1,180,t,0,0,0,0
780,$29.00 ,,,1,$21.00 ,,,1,3,t,23,53,82,82
781,$47.00 ,,,1,$15.00 ,$500.00 ,$10.00 ,1,1125,t,24,51,81,356
782,$50.00 ,$275.00 ,$880.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
783,$105.00 ,$680.00 ,"$1,895.00 ",1,$15.00 ,$150.00 ,$60.00 ,1,1125,t,30,60,90,365
784,$83.00 ,$550.00 ,"$1,650.00 ",1,$15.00 ,$150.00 ,$55.00 ,3,1125,t,30,60,90,365
785,$73.00 ,$445.00 ,"$1,390.00 ",2,$25.00 ,,$25.00 ,1,1125,t,21,51,81,356
786,$92.00 ,,,2,$10.00 ,$225.00 ,$80.00 ,1,28,t,17,39,69,335
787,$69.00 ,$400.00 ,"$1,400.00 ",1,$0.00 ,,,1,1125,t,30,60,90,365
788,$59.00 ,$405.00 ,,1,$26.00 ,,,1,10,t,15,45,75,171
789,$145.00 ,"$1,200.00 ","$2,995.00 ",2,$20.00 ,$250.00 ,$90.00 ,1,1125,t,30,60,90,365
790,$95.00 ,$650.00 ,"$1,850.00 ",1,$12.00 ,$100.00 ,$60.00 ,2,1125,t,30,60,90,365
791,$150.00 ,$950.00 ,"$2,895.00 ",2,$15.00 ,$100.00 ,$90.00 ,1,1125,t,30,60,90,365
792,$85.00 ,,,1,$0.00 ,,,1,1125,t,29,59,89,364
793,$98.00 ,$625.00 ,"$1,695.00 ",1,$15.00 ,$150.00 ,$60.00 ,2,1125,t,30,60,90,365
794,$110.00 ,$780.00 ,"$2,400.00 ",1,$10.00 ,$300.00 ,$60.00 ,2,1125,t,30,60,90,365
795,$42.00 ,$259.00 ,$813.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,3,33,63,338
796,$95.00 ,$675.00 ,"$1,895.00 ",1,$15.00 ,$150.00 ,$60.00 ,2,1125,t,30,60,90,365
797,$42.00 ,$259.00 ,$813.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
798,$250.00 ,"$1,250.00 ","$3,500.00 ",1,$0.00 ,$800.00 ,$120.00 ,3,1125,t,13,33,45,309
799,$42.00 ,$259.00 ,$813.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
800,$40.00 ,,,1,$0.00 ,,$5.00 ,1,1,t,30,60,89,89
801,$80.00 ,$450.00 ,"$1,250.00 ",4,$15.00 ,$200.00 ,$35.00 ,2,60,t,0,0,0,214
802,$40.00 ,,,1,$10.00 ,,,1,1125,t,30,60,90,365
803,$275.00 ,,,1,$0.00 ,,$75.00 ,1,1125,t,0,0,0,139
804,$47.00 ,,,1,$0.00 ,,,1,1125,t,28,28,28,28
805,$118.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
806,$105.00 ,$695.00 ,"$1,895.00 ",1,$15.00 ,$150.00 ,$60.00 ,3,1125,t,30,60,90,365
807,$150.00 ,$900.00 ,"$2,895.00 ",2,$15.00 ,$150.00 ,$90.00 ,1,1125,t,30,60,90,365
808,$250.00 ,"$1,100.00 ",,1,$0.00 ,,$100.00 ,2,1125,t,12,28,42,317
809,$88.00 ,$480.00 ,"$1,800.00 ",3,$15.00 ,,$30.00 ,1,730,t,30,60,90,361
810,$139.00 ,$600.00 ,"$1,800.00 ",1,$0.00 ,,,1,1125,t,30,60,90,365
811,$128.00 ,$762.00 ,"$2,688.00 ",3,$25.00 ,$100.00 ,$10.00 ,2,90,t,14,29,59,334
812,$110.00 ,,,2,$25.00 ,,$25.00 ,2,1125,t,0,26,56,331
813,$210.00 ,"$1,300.00 ","$3,640.00 ",1,$0.00 ,$300.00 ,$80.00 ,1,1125,t,3,33,63,338
814,$155.00 ,$800.00 ,"$1,850.00 ",2,$40.00 ,$300.00 ,$70.00 ,20,120,t,30,60,90,365
815,$168.00 ,"$1,000.00 ",,4,$20.00 ,$250.00 ,$45.00 ,1,1125,t,5,33,61,150
816,$62.00 ,$450.00 ,,1,$0.00 ,,$50.00 ,2,10,t,20,50,80,353
817,$80.00 ,$450.00 ,"$1,400.00 ",1,$0.00 ,$100.00 ,$25.00 ,2,1125,t,19,38,51,303
818,$105.00 ,,,1,$0.00 ,$200.00 ,$95.00 ,2,1125,t,14,38,68,157
819,$50.00 ,,,2,$15.00 ,$95.00 ,$10.00 ,1,14,t,26,56,79,87
820,$70.00 ,,,1,$20.00 ,$300.00 ,$50.00 ,20,120,t,30,57,57,59
821,$165.00 ,,,1,$0.00 ,$250.00 ,,2,7,t,0,0,0,216
822,$79.00 ,,,2,$30.00 ,,$6.00 ,1,1125,t,10,36,62,337
823,$95.00 ,$550.00 ,"$2,000.00 ",1,$0.00 ,,$50.00 ,3,32,t,20,50,80,351
824,$90.00 ,$600.00 ,"$2,300.00 ",1,$0.00 ,,$26.00 ,1,1125,t,17,44,73,322
825,$380.00 ,,,4,$40.00 ,$300.00 ,$100.00 ,3,28,t,0,0,0,0
826,$225.00 ,"$1,400.00 ",,4,$0.00 ,$500.00 ,$150.00 ,3,29,t,0,0,0,85
827,$60.00 ,$400.00 ,"$1,400.00 ",1,$0.00 ,,,1,1125,t,9,39,68,68
828,$100.00 ,,,2,$25.00 ,$100.00 ,$20.00 ,2,1125,t,28,58,88,359
829,$157.00 ,"$1,000.00 ","$2,500.00 ",5,$60.00 ,,$100.00 ,2,1125,t,0,0,0,156
830,$110.00 ,,,1,$0.00 ,,$30.00 ,3,1125,t,30,60,90,365
831,$150.00 ,"$1,200.00 ","$5,200.00 ",1,$0.00 ,,$30.00 ,2,30,t,30,60,90,365
832,$203.00 ,$827.00 ,"$2,999.00 ",1,$0.00 ,$750.00 ,$140.00 ,7,120,t,16,18,19,235
833,$145.00 ,"$1,050.00 ",,4,$25.00 ,,$100.00 ,2,30,t,30,56,80,331
834,$85.00 ,,"$2,600.00 ",2,$35.00 ,$250.00 ,$83.00 ,1,70,t,18,18,18,75
835,$79.00 ,$643.00 ,"$2,268.00 ",2,$20.00 ,$300.00 ,$70.00 ,1,1125,t,26,56,86,361
836,$40.00 ,,,1,$0.00 ,,,1,1125,t,5,26,31,110
837,$49.00 ,$292.00 ,"$1,029.00 ",1,$5.00 ,$100.00 ,$5.00 ,1,1125,t,16,40,69,137
838,$56.00 ,$333.00 ,"$1,176.00 ",1,$5.00 ,$100.00 ,$5.00 ,1,30,t,7,23,45,192
839,$330.00 ,"$1,850.00 ",,6,$25.00 ,$300.00 ,$75.00 ,1,1125,t,0,0,0,135
840,$150.00 ,,,2,$10.00 ,,$40.00 ,2,1125,t,8,28,51,302
841,$350.00 ,,,1,$0.00 ,$200.00 ,$120.00 ,1,14,t,9,39,69,332
842,$145.00 ,,,4,$60.00 ,,$60.00 ,2,1125,t,0,0,0,48
843,$67.00 ,$480.00 ,,2,$0.00 ,,$18.00 ,1,1125,t,30,60,90,359
844,$69.00 ,$500.00 ,,1,$15.00 ,,,2,1125,t,26,56,86,358
845,$52.00 ,$309.00 ,"$1,092.00 ",1,$5.00 ,$100.00 ,$5.00 ,1,365,t,23,45,65,240
846,$75.00 ,,,1,$0.00 ,,$35.00 ,2,15,t,30,60,90,365
847,$90.00 ,,,1,$0.00 ,,,1,50,t,30,60,90,365
848,$130.00 ,,,2,$25.00 ,$150.00 ,$30.00 ,1,1125,t,0,0,0,131
849,$65.00 ,,,1,$0.00 ,,$55.00 ,3,1125,t,30,60,89,89
850,$155.00 ,,,1,$0.00 ,,$25.00 ,1,1125,t,0,0,0,184
851,$79.00 ,,,0,$0.00 ,,,1,1125,t,30,60,90,360
852,$60.00 ,,,2,$5.00 ,,$5.00 ,1,4,t,30,60,89,89
853,$115.00 ,,,1,$0.00 ,,,7,1125,t,0,0,0,238
854,$60.00 ,$400.00 ,"$1,600.00 ",1,$10.00 ,,,2,1125,t,27,57,87,362
855,$70.00 ,,,1,$0.00 ,,,1,1125,t,15,38,65,338
856,$80.00 ,$550.00 ,"$1,650.00 ",1,$0.00 ,$550.00 ,$35.00 ,2,29,t,30,60,89,89
857,$70.00 ,$400.00 ,,2,$25.00 ,,,2,1125,t,20,50,80,352
858,$55.00 ,$325.00 ,"$1,200.00 ",1,$15.00 ,,,2,20,t,18,46,76,348
859,$72.00 ,,,2,$20.00 ,$150.00 ,$30.00 ,2,1125,t,17,41,71,346
860,$67.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
861,$58.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
862,$70.00 ,,,1,$10.00 ,,$15.00 ,1,1125,t,16,46,76,351
863,$81.00 ,$482.00 ,"$1,701.00 ",2,$10.00 ,$200.00 ,$5.00 ,1,365,t,14,44,71,245
864,$58.00 ,,,1,$0.00 ,,$30.00 ,1,1125,t,16,46,76,165
865,$58.00 ,$430.00 ,,1,$0.00 ,$200.00 ,$30.00 ,2,29,t,17,47,77,342
866,$100.00 ,$700.00 ,,1,$0.00 ,$200.00 ,$35.00 ,1,1125,t,0,0,0,120
867,$110.00 ,$850.00 ,,0,$0.00 ,,,2,1125,t,4,6,14,14
868,$75.00 ,$500.00 ,"$1,600.00 ",1,$0.00 ,,,2,1125,t,26,56,86,361
869,$124.00 ,$738.00 ,,1,$0.00 ,,,3,7,t,12,31,61,336
870,$150.00 ,"$1,000.00 ","$3,500.00 ",2,$20.00 ,$300.00 ,,2,1125,t,0,27,57,332
871,$65.00 ,$450.00 ,,1,$15.00 ,,,2,29,t,10,37,67,337
872,$225.00 ,,,1,$0.00 ,,,2,1125,t,4,9,9,9
873,$70.00 ,$440.00 ,,1,$0.00 ,,,12,1125,t,0,0,0,0
874,$105.00 ,$625.00 ,"$2,550.00 ",1,$0.00 ,$200.00 ,$60.00 ,1,1125,t,30,60,90,365
875,$158.00 ,"$1,250.00 ","$3,500.00 ",2,$25.00 ,,$60.00 ,2,90,t,23,53,83,142
876,$69.00 ,$499.00 ,"$1,890.00 ",1,$5.00 ,$300.00 ,$25.00 ,2,1125,t,28,58,88,363
877,$80.00 ,$450.00 ,"$1,500.00 ",1,$0.00 ,,$60.00 ,2,18,t,0,0,0,256
878,$99.00 ,,,2,$30.00 ,,$19.00 ,1,3,t,30,60,90,365
879,$165.00 ,,"$4,800.00 ",4,$20.00 ,$250.00 ,$60.00 ,2,1125,t,26,56,86,235
880,$70.00 ,$450.00 ,"$1,500.00 ",1,$0.00 ,$250.00 ,$15.00 ,1,1125,t,23,53,82,82
881,$118.00 ,$700.00 ,,2,$75.00 ,$500.00 ,$100.00 ,1,1125,t,30,60,90,365
882,$100.00 ,,,1,$0.00 ,,,4,1125,t,10,13,21,296
883,$90.00 ,,,1,$10.00 ,,,1,5,t,29,59,86,361
884,$81.00 ,$553.00 ,"$2,350.00 ",1,$0.00 ,$100.00 ,$65.00 ,1,1125,t,0,0,0,77
885,$70.00 ,,,2,$50.00 ,$250.00 ,$45.00 ,1,1125,t,2,29,59,329
886,$69.00 ,,,0,$0.00 ,,$25.00 ,1,1125,t,6,14,44,120
887,$90.00 ,,,1,$0.00 ,$250.00 ,$40.00 ,2,1125,t,12,36,66,341
888,$75.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,36
889,$70.00 ,$485.00 ,,1,$0.00 ,$200.00 ,$30.00 ,2,29,t,15,45,75,340
890,$179.00 ,"$1,499.00 ",,2,$20.00 ,,,1,1125,t,30,60,90,365
891,$105.00 ,,,2,$0.00 ,$115.00 ,$25.00 ,1,7,t,0,0,0,0
892,$110.00 ,$843.00 ,"$2,799.00 ",2,$20.00 ,"$1,000.00 ",$65.00 ,2,1125,t,30,60,90,179
893,$150.00 ,,,2,$10.00 ,,$40.00 ,2,1125,t,13,31,45,278
894,$75.00 ,$450.00 ,,1,$0.00 ,,,3,9,t,2,32,62,334
895,$75.00 ,$476.00 ,"$1,253.00 ",2,$30.00 ,,$30.00 ,2,1125,t,23,32,32,249
896,$111.00 ,$850.00 ,,2,$0.00 ,$200.00 ,$30.00 ,2,29,t,23,53,83,343
897,$108.00 ,,,2,$0.00 ,$120.00 ,$25.00 ,1,7,t,0,0,0,135
898,$82.00 ,$500.00 ,"$1,743.00 ",1,$0.00 ,,,2,30,t,2,23,49,321
899,$115.00 ,,,3,$30.00 ,$250.00 ,$100.00 ,2,1125,t,30,60,90,365
900,$220.00 ,,,4,$20.00 ,,$75.00 ,2,1125,t,0,0,0,185
901,$114.00 ,$762.00 ,"$2,688.00 ",2,$20.00 ,$500.00 ,$50.00 ,3,1125,t,22,52,82,357
902,$59.00 ,,,0,$0.00 ,,$25.00 ,1,1125,t,2,9,30,99
903,$54.00 ,$300.00 ,,1,$20.00 ,,,2,14,t,18,48,78,167
904,$75.00 ,,,1,$20.00 ,,$10.00 ,1,1125,t,0,0,0,127
905,$90.00 ,,,1,$0.00 ,,$30.00 ,1,1125,t,30,60,90,365
906,$95.00 ,,,2,$40.00 ,$150.00 ,$15.00 ,2,10,t,11,41,69,319
907,$160.00 ,,,4,$10.00 ,$400.00 ,$100.00 ,3,365,t,0,0,0,269
908,$175.00 ,"$1,400.00 ","$4,000.00 ",1,$0.00 ,,$60.00 ,3,30,t,21,51,78,335
909,$37.00 ,$235.00 ,$850.00 ,1,$10.00 ,,$20.00 ,2,90,t,2,14,44,44
910,$199.00 ,,,1,$0.00 ,$300.00 ,$80.00 ,2,1125,t,0,8,36,311
911,$200.00 ,"$1,400.00 ","$4,000.00 ",1,$0.00 ,,$60.00 ,3,30,t,20,50,77,340
912,$175.00 ,,"$3,600.00 ",3,$20.00 ,$300.00 ,$80.00 ,3,180,t,30,60,90,365
913,$120.00 ,$750.00 ,,2,$20.00 ,$150.00 ,$50.00 ,2,25,t,26,52,77,334
914,$160.00 ,,,1,$0.00 ,$150.00 ,$25.00 ,3,1125,t,0,0,0,255
915,$125.00 ,$500.00 ,,1,$0.00 ,,,2,8,t,21,51,81,352
916,$150.00 ,$625.00 ,"$2,415.00 ",1,$0.00 ,$200.00 ,$60.00 ,1,1125,t,0,0,0,247
917,$175.00 ,"$1,400.00 ","$4,000.00 ",1,$0.00 ,,$60.00 ,3,90,t,20,50,77,318
918,$100.00 ,,,1,$0.00 ,$95.00 ,$10.00 ,1,1125,t,6,6,6,103
919,$90.00 ,$450.00 ,"$1,800.00 ",1,$0.00 ,$100.00 ,,5,30,t,22,25,53,300
920,$95.00 ,$595.00 ,"$1,900.00 ",1,$0.00 ,$250.00 ,$50.00 ,2,180,t,30,60,90,365
921,$92.00 ,$595.00 ,"$2,185.00 ",1,$29.00 ,,$29.00 ,1,1125,t,0,0,0,92
922,$90.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
923,$79.00 ,,"$1,260.00 ",1,$0.00 ,$200.00 ,$80.00 ,7,270,t,28,31,58,333
924,$72.00 ,,,2,$20.00 ,$150.00 ,$30.00 ,2,1125,t,21,49,79,354
925,$115.00 ,$550.00 ,"$2,200.00 ",4,$30.00 ,$500.00 ,$80.00 ,3,1125,t,0,0,0,247
926,$270.00 ,,,1,$0.00 ,$300.00 ,$100.00 ,1,1125,t,18,18,18,37
927,$65.00 ,,,1,$0.00 ,,$55.00 ,1,1125,t,30,60,90,365
928,$300.00 ,,,10,$40.00 ,$300.00 ,$100.00 ,1,1125,t,0,0,0,94
929,$122.00 ,,,2,$15.00 ,$250.00 ,$49.00 ,1,1125,t,24,49,74,349
930,$87.00 ,$600.00 ,,1,$0.00 ,$200.00 ,$30.00 ,2,29,t,17,47,77,340
931,$200.00 ,"$1,000.00 ",,1,$0.00 ,,,5,7,t,0,0,0,0
932,$156.00 ,,,3,$25.00 ,$95.00 ,$25.00 ,2,30,t,30,60,90,365
933,$90.00 ,$500.00 ,,1,$0.00 ,$200.00 ,$35.00 ,3,1125,t,30,60,89,89
934,$325.00 ,,,6,$25.00 ,$500.00 ,$125.00 ,1,1125,t,30,60,90,365
935,$115.00 ,$845.00 ,"$2,942.00 ",2,$25.00 ,$100.00 ,$10.00 ,2,1125,t,3,8,35,310
936,$425.00 ,,,4,$25.00 ,,$85.00 ,1,1125,t,21,49,78,188
937,$119.00 ,,,2,$25.00 ,$300.00 ,$25.00 ,1,1125,t,22,52,82,357
938,$220.00 ,"$2,000.00 ","$7,000.00 ",6,$10.00 ,$250.00 ,$125.00 ,3,1125,t,25,52,74,318
939,$85.00 ,$660.00 ,,2,$15.00 ,$150.00 ,$40.00 ,2,21,t,0,0,0,138
940,$100.00 ,,,4,$50.00 ,$200.00 ,$100.00 ,1,30,t,30,59,59,59
941,$99.00 ,$595.00 ,"$2,250.00 ",1,$20.00 ,$350.00 ,$60.00 ,3,365,t,2,32,62,337
942,$120.00 ,,,2,$60.00 ,,$30.00 ,1,1125,t,28,58,88,363
943,$150.00 ,,,2,$25.00 ,,,2,1125,t,30,60,90,365
944,$75.00 ,,,1,$0.00 ,,$10.00 ,2,1125,t,0,0,24,24
945,$90.00 ,$500.00 ,"$2,200.00 ",2,$15.00 ,,$35.00 ,1,14,t,23,46,76,351
946,$125.00 ,$700.00 ,"$1,500.00 ",2,$10.00 ,$700.00 ,$30.00 ,3,1125,t,1,14,14,251
947,$90.00 ,,,1,$0.00 ,,$20.00 ,2,1125,t,22,52,62,328
948,$200.00 ,"$1,300.00 ",,2,$0.00 ,,,5,1125,t,0,26,56,331
949,$200.00 ,"$1,200.00 ",,2,$10.00 ,$350.00 ,$75.00 ,2,10,t,30,60,90,365
950,$287.00 ,"$2,037.00 ",,6,$40.00 ,$500.00 ,$117.00 ,2,1125,t,0,0,0,62
951,$90.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
952,$90.00 ,$628.00 ,"$2,218.00 ",2,$15.00 ,$350.00 ,$45.00 ,3,29,t,27,57,87,350
953,$150.00 ,,"$2,800.00 ",2,$25.00 ,$300.00 ,$125.00 ,1,120,t,25,49,79,231
954,$119.00 ,$750.00 ,"$2,500.00 ",1,$0.00 ,,,3,1125,t,30,60,90,365
955,$150.00 ,,,4,$0.00 ,$200.00 ,$100.00 ,4,1125,t,30,60,90,359
956,$170.00 ,,,2,$20.00 ,,,3,1125,t,30,60,90,365
957,$150.00 ,$945.00 ,"$2,990.00 ",4,$75.00 ,$600.00 ,$60.00 ,7,1125,t,30,60,90,365
958,$279.00 ,"$1,159.00 ","$3,995.00 ",1,$0.00 ,$250.00 ,$200.00 ,3,1125,t,0,0,0,75
959,$55.00 ,$300.00 ,,1,$0.00 ,,,2,1125,t,5,5,5,62
960,$125.00 ,$750.00 ,"$2,250.00 ",2,$10.00 ,$150.00 ,$35.00 ,2,365,t,30,60,90,365
961,$129.00 ,$800.00 ,"$3,000.00 ",3,$50.00 ,,,2,31,t,0,0,2,277
962,$90.00 ,,,2,$0.00 ,,$30.00 ,1,1125,t,0,0,20,20
963,$199.00 ,"$1,500.00 ",,1,$0.00 ,$250.00 ,$90.00 ,3,1125,t,0,0,0,110
964,$65.00 ,,,2,$0.00 ,,,2,1125,t,7,20,32,280
965,$200.00 ,"$1,200.00 ","$3,600.00 ",4,$25.00 ,$300.00 ,$112.00 ,3,15,t,26,26,26,83
966,$92.00 ,$600.00 ,"$1,800.00 ",3,$0.00 ,$250.00 ,$75.00 ,2,365,t,30,60,90,365
967,$257.00 ,"$1,529.00 ","$5,397.00 ",6,$25.00 ,$250.00 ,$100.00 ,2,1125,t,0,0,0,185
968,$79.00 ,,,1,$0.00 ,,,3,365,t,6,25,38,292
969,$200.00 ,"$1,250.00 ","$4,750.00 ",1,$0.00 ,"$1,000.00 ",$200.00 ,3,365,t,30,60,90,365
970,$80.00 ,,,2,$0.00 ,,$30.00 ,1,1125,t,0,0,20,20
971,$85.00 ,$495.00 ,"$1,700.00 ",2,$50.00 ,$100.00 ,$20.00 ,1,1125,t,2,32,62,330
972,$65.00 ,$398.00 ,"$1,500.00 ",1,$29.00 ,$175.00 ,$15.00 ,1,1125,t,30,60,90,365
973,$105.00 ,$625.00 ,"$2,205.00 ",2,$15.00 ,,$58.00 ,2,31,t,0,0,0,215
974,$59.00 ,,,1,$25.00 ,,,2,7,t,30,60,90,365
975,$59.00 ,$398.00 ,"$1,500.00 ",1,$29.00 ,$175.00 ,$16.00 ,1,1125,t,30,60,90,365
976,$75.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
977,$56.00 ,$345.00 ,"$1,060.00 ",1,$19.00 ,,$30.00 ,2,260,t,0,3,33,292
978,$100.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
979,$85.00 ,,,1,$0.00 ,$150.00 ,,2,1125,t,20,50,80,169
980,$135.00 ,$920.00 ,"$3,400.00 ",3,$20.00 ,,$100.00 ,5,30,t,0,0,0,96
981,$200.00 ,$600.00 ,,6,$20.00 ,$200.00 ,$75.00 ,2,14,t,0,0,0,0
982,$163.00 ,,,4,$25.00 ,$200.00 ,$85.00 ,2,1125,t,14,44,51,288
983,$83.00 ,$552.00 ,"$2,208.00 ",1,$0.00 ,$250.00 ,$25.00 ,1,1125,t,30,60,90,365
984,$210.00 ,,,1,$0.00 ,,,1,1125,t,2,32,62,337
985,$59.00 ,$350.00 ,"$1,200.00 ",1,$0.00 ,,,1,1125,t,0,0,0,106
986,$135.00 ,"$1,400.00 ","$4,500.00 ",1,$0.00 ,$350.00 ,$50.00 ,2,14,t,10,40,70,345
987,$75.00 ,$420.00 ,"$1,500.00 ",1,$0.00 ,,,1,1125,t,30,60,90,365
988,$109.00 ,$541.00 ,$950.00 ,1,$0.00 ,,,2,1125,t,0,0,0,240
989,$55.00 ,,,1,$25.00 ,,,2,7,t,30,60,90,365
990,$500.00 ,,,1,$0.00 ,$500.00 ,$250.00 ,3,30,t,0,0,0,0
991,$55.00 ,$275.00 ,,1,$0.00 ,,,1,1125,t,6,36,66,341
992,$400.00 ,"$2,700.00 ","$10,000.00 ",1,$0.00 ,,$120.00 ,5,365,t,0,0,0,72
993,$105.00 ,$850.00 ,"$2,800.00 ",1,$0.00 ,,$85.00 ,2,1125,t,20,48,74,347
994,$39.00 ,$250.00 ,,1,$0.00 ,,,1,1125,t,21,51,81,356
995,$50.00 ,$325.00 ,"$1,300.00 ",1,$15.00 ,$99.00 ,$50.00 ,1,33,t,17,47,77,352
996,$129.00 ,,,4,$50.00 ,$200.00 ,$78.00 ,2,15,t,24,54,84,229
997,$44.00 ,,,0,$0.00 ,,,2,7,t,18,48,78,353
998,$350.00 ,,,1,$0.00 ,$500.00 ,$250.00 ,7,1125,t,18,40,70,292
999,$300.00 ,,,8,$0.00 ,$300.00 ,$110.00 ,1,1125,t,15,24,45,302
1000,$53.00 ,$315.00 ,,0,$0.00 ,,,2,21,t,2,28,47,47
1001,$60.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
1002,$285.00 ,,,1,$0.00 ,$300.00 ,$110.00 ,1,1125,t,19,49,79,350
1003,$210.00 ,,,1,$0.00 ,$250.00 ,$125.00 ,2,30,t,17,47,77,166
1004,$159.00 ,$889.00 ,"$2,989.00 ",2,$10.00 ,$300.00 ,$60.00 ,2,60,t,20,50,80,250
1005,$225.00 ,,,4,$25.00 ,"$1,000.00 ",$150.00 ,2,234,t,30,60,90,365
1006,$66.00 ,,,3,$15.00 ,,$25.00 ,1,1125,t,5,22,42,220
1007,$80.00 ,,,2,$10.00 ,$200.00 ,$45.00 ,2,1125,t,30,58,88,359
1008,$79.00 ,$500.00 ,"$2,000.00 ",2,$25.00 ,$250.00 ,$35.00 ,1,1125,t,28,58,87,87
1009,$120.00 ,,,1,$0.00 ,,$50.00 ,1,1125,t,30,60,90,365
1010,$49.00 ,,,1,$25.00 ,,,2,7,t,30,60,90,365
1011,$122.00 ,$750.00 ,"$1,740.00 ",2,$17.00 ,,,2,120,t,0,0,0,266
1012,$90.00 ,$450.00 ,"$1,850.00 ",1,$0.00 ,,$15.00 ,1,1125,t,1,1,20,22
1013,$196.00 ,,,1,$0.00 ,,$110.00 ,3,365,t,22,52,82,269
1014,$115.00 ,$625.00 ,"$2,300.00 ",1,$0.00 ,,$30.00 ,1,1125,t,30,60,90,365
1015,$150.00 ,,,1,$0.00 ,,,5,1125,t,30,60,90,365
1016,$125.00 ,$825.00 ,,2,$20.00 ,$100.00 ,$80.00 ,2,1125,t,30,60,90,365
1017,$175.00 ,$925.00 ,"$3,360.00 ",1,$0.00 ,$500.00 ,$120.00 ,3,1125,t,30,60,90,365
1018,$60.00 ,$350.00 ,"$1,000.00 ",1,$30.00 ,,$30.00 ,2,365,t,3,33,63,338
1019,$70.00 ,$500.00 ,"$1,650.00 ",1,$10.00 ,,$12.00 ,1,29,t,0,0,15,104
1020,$175.00 ,"$1,100.00 ",,1,$0.00 ,,$20.00 ,2,10,t,28,58,88,363
1021,$100.00 ,,,1,$0.00 ,$250.00 ,$25.00 ,2,2,t,0,0,0,98
1022,$69.00 ,,,1,$0.00 ,,,1,5,t,26,56,85,85
1023,$69.00 ,$450.00 ,"$1,600.00 ",1,$0.00 ,$200.00 ,$20.00 ,1,1125,t,22,52,82,168
1024,$35.00 ,$250.00 ,$900.00 ,1,$10.00 ,$200.00 ,$20.00 ,1,1125,t,24,54,84,359
1025,$140.00 ,$700.00 ,"$2,500.00 ",4,$35.00 ,,$50.00 ,2,1125,t,30,60,90,365
